main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,coo_wavelength,coo_bibcode,sp_type,user_specified_id,object_number_id,source_id,teff_pastel,logg_pastel,feh_pastel,n_pastel_measurements
HD 133029,225.16132457702,47.27744221843,0.0239,0.0243,90.0,O,2020yCat.1350....0G,A0VspSiSrCr,Gaia DR3 1587432458202711424,33,3,9164.0,4.5,0.63,1.0
HD  38056,85.36219010709,-33.40074206575,0.0242,0.0296,90.0,O,2020yCat.1350....0G,B9.5V,Gaia DR3 2900979348769551744,34,3,10426.5,,,2.0
*  80 Dra,332.56374977374,72.11126449549,0.029,0.0292,90.0,O,2020yCat.1350....0G,A0VpHgSrSi,Gaia DR3 2230725272454627456,35,3,,,,
HD  20980,50.56785884649,-25.5878048097,0.0148,0.021,90.0,O,2020yCat.1350....0G,A1V,Gaia DR3 5061926069975057408,36,3,9466.0,,,2.0
HD   9298,23.031574600730004,34.79996322294,0.0511,0.0324,90.0,O,2020yCat.1350....0G,B7IIIp(HgMn),Gaia DR3 317407124081631488 ,37,3,12438.0,3.703,,2.0
HD  22402,54.50075951002,42.58284337882,0.031,0.0233,90.0,O,2020yCat.1350....0G,B8Vn,Gaia DR3 237515475339561984 ,38,3,12647.0,,,1.0
*  34 Hya,144.4646107407,-9.424448471620002,0.0339,0.0291,90.0,O,2020yCat.1350....0G,A0Vp,Gaia DR3 5740749121439641856,39,3,10181.0,4.1,0.099,2.0
HD  18546,44.38594567094,-38.19092309732,0.0228,0.0236,90.0,O,2020yCat.1350....0G,A0Vn,Gaia DR3 5045432364765457792,40,3,10134.0,,,1.0
HD  21427A,52.54561433541,59.36595127156,0.0223,0.0241,90.0,O,2020yCat.1350....0G,,Gaia DR3 450211563029092352 ,41,3,9078.0,,,1.0
HD  74475,130.73749625788,-35.94330172305,0.0178,0.0229,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 5626255292023430400,42,3,9314.5,,,2.0
HD  32781,78.64800638946292,76.47275646515082,0.0208,0.0243,90.0,O,2020yCat.1350....0G,A0III:,Gaia DR3 503826399995055744 ,43,3,10093.0,,,1.0
HD  37781,84.57258528497,-50.6409955756,0.028,0.0263,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 4793418733401275520,44,3,,,,
,,,,,,,,,Gaia DR3 2180169006262367104,45,3,,,,
HD 200030,314.85258073006,42.32446370036,0.0244,0.0294,90.0,O,2020yCat.1350....0G,B9,Gaia DR3 2161752942410816128,46,3,,,,
HD  98176,169.30968169061,-41.93432349172,0.0182,0.021,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 5383289266958512384,47,3,,,,
HD  86320,147.75339412273,-80.06104760913,0.1013,0.0802,90.0,O,2020yCat.1350....0G,B8IV,Gaia DR3 5201784945460884224,48,3,,,,
